# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
12958061 35.30806 35.38320 35.04528   25.93  -95.56   56.14   36.29   47.14 3.3704e+09 1.4006e+10 39.06901 3.62734 0.50860 5.8268e+06 2.8588e+07    33453 12959976 12959976
13063138 35.65287 34.56730 34.90190 -100.77   33.45   26.38   23.96   23.96 3.1887e+09 3.1887e+09 38.35070 3.84709 1.00000 3.4076e+05 3.574e+06    17435       -1       -1
13016926 35.37851 35.79004 36.14556   46.64 -184.93  -57.13   27.08   27.08 3.1662e+09 3.1662e+09 38.26338 3.55678 1.00000 3.3615e+05 3.5384e+06    18960       -1       -1
12955954 35.44548 34.90910 35.11255  -38.14  -14.00   23.83   30.72   35.71 3.0817e+09 7.6915e+09 37.92113 3.97426 0.49870 1.8466e+06 1.2347e+07    33062       -1       -1
13062961 35.21139 34.65994 35.90145  -45.72  -90.46   38.94   29.49   31.17 3.0042e+09 4.5408e+09 37.59718 5.84629 0.62820 6.7165e+05 5.8818e+06    15778       -1       -1
13071894 34.86103 34.38182 35.50832   -8.34   15.23  -74.09   26.50   26.50 2.9859e+09 2.9859e+09 37.52394 3.12906 1.00000 3.0037e+05 3.2577e+06    16039       -1       -1
12953859 35.29169 34.83213 34.71110  -58.82  -63.17   71.49   26.40   37.76 2.9577e+09 7.8817e+09 37.40563 4.04269 0.40570 1.9352e+06 1.2777e+07    52345       -1       -1
13064069 34.90168 35.29075 34.56746  -87.96  -17.43   -3.83   28.33   34.18 2.9408e+09 7.1366e+09 37.33239 3.95486 0.48540 1.5995e+06 1.1113e+07    30615       -1       -1
13062573 35.62208 35.55518 35.17852   69.08 -109.93   32.02   26.55   29.74 2.8549e+09 4.9732e+09 36.96338 2.85183 0.58830 7.9977e+05 6.6857e+06    21524       -1       -1
13064190 35.14261 35.27513 34.29466   17.79  -46.88   76.49   25.40   25.57 2.7662e+09 2.769e+09 36.57606 4.88526 0.98670 2.5938e+05 2.9248e+06    15096       -1       -1
12960363 35.54831 35.11549 35.13276   45.70  -93.96 -151.22   26.55   27.89 2.6268e+09 3.6451e+09 35.95493 3.05866 0.56180 4.4051e+05 4.3156e+06    32926       -1       -1
12969534 35.38024 36.08638 36.18354    8.03 -141.97  -65.83   27.00   27.33 2.5859e+09 2.738e+09 35.76761 5.12085 0.82740 2.279e+05 2.6596e+06    14467 12969806 12969806
12960850 35.54262 35.25876 35.44921   16.52 -205.69   90.61   26.07   27.99 2.4817e+09 3.5817e+09 35.27465 6.17154 0.74770 4.2592e+05 4.2102e+06    22793       -1       -1
12959392 35.21293 35.21004 35.41694  -97.35 -305.82  -29.74   27.53   34.79 2.4e+09 6.4042e+09 34.89014 4.73907 0.45880 1.2994e+06 9.5437e+06    19007 12959976 12959976
12953980 35.57927 35.20049 34.99690  -75.56  -93.39  -54.13   32.28   37.47 2.3493e+09 6.0507e+09 34.64085 2.03927 0.39240 1.1653e+06 8.811e+06    17381       -1       -1
12960686 35.69459 35.46292 35.56976  -25.82 -172.01   52.97   29.81   31.94 2.2394e+09 3.6183e+09 34.08732 2.94214 0.60160 4.3432e+05 4.271e+06    10558       -1       -1
12962335 35.62255 35.31501 35.91011   72.97 -101.73  -16.42   28.71   32.79 2.2268e+09 4.7972e+09 34.02535 3.92774 0.47210 7.4631e+05 6.3548e+06    20153 12961271 12961271
13063011 35.04866 34.76663 35.54245  -30.04  -17.01  -30.57   29.63   33.56 2.1662e+09 5.6155e+09 33.71690 4.04106 0.58830 1.0097e+06 7.9325e+06    11514       -1       -1
13018567 34.90734 35.45437 36.43283   15.45  -44.07  -88.44   20.13   20.13 2.0986e+09 2.0986e+09 33.35775 10.23901 1.00000 1.5263e+05 1.981e+06    10899       -1       -1
12952489 35.03042 34.68494 35.14023  -70.27 -119.35   50.74   26.35   27.09 2.0563e+09 2.7085e+09 33.13239 2.42097 0.66800 2.4908e+05 2.839e+06    16885       -1       -1
13017870 35.52693 35.54458 36.05013   26.86 -195.58  -95.40   19.97   19.97 2.0014e+09 2.0014e+09 32.83521 9.18717 1.00000 1.3935e+05 1.8528e+06    11477       -1       -1
12958037 35.18931 35.41097 34.82828   -0.54   -4.93   -6.79   23.67   25.13 1.9507e+09 3.0958e+09 32.55634 3.33755 0.68130 3.2194e+05 3.4279e+06    16228       -1       -1
12970633 34.81054 35.35055 34.45986  -82.57  -79.05   -0.26   25.80   29.39 1.9394e+09 3.7085e+09 32.49718 4.32553 0.50860 4.5533e+05 4.4217e+06    12174       -1       -1
12961415 35.50992 35.67610 35.88111   70.01 -166.19 -106.44   23.26   23.26 1.9268e+09 1.9268e+09 32.42535 4.37655 1.00000 1.2954e+05 1.7561e+06    10339       -1       -1
12953154 35.60862 34.96479 35.32396  -88.61 -112.56 -146.93   24.43   24.52 1.8451e+09 1.9268e+09 31.96056 4.57538 0.82740 1.192e+05 1.6519e+06    10327       -1       -1
13070952 34.78637 35.26049 36.02935   72.30  -88.04  -84.57   21.91   21.91 1.807e+09 1.807e+09 31.73803 3.33269 1.00000 1.1453e+05 1.6041e+06     9823       -1       -1
13062883 35.44035 34.67052 35.81959  -11.61  -71.74   42.85   27.80   29.02 1.7183e+09 2.4944e+09 31.21127 3.68734 0.40570 2.1266e+05 2.5277e+06     9076       -1       -1
13072479 34.58346 34.44590 34.72524   54.51  -26.25   27.61   22.99   22.99 1.6958e+09 1.6958e+09 31.07042 2.67682 1.00000 1.0137e+05 1.4665e+06     9474       -1       -1
12954742 35.13980 35.07965 35.13992 -151.68 -326.06    5.16   22.59   27.63 1.6437e+09 3.3479e+09 30.75211 3.37891 0.73440 3.7416e+05 3.828e+06    16668 12959976 12959976
13074789 34.33485 34.49746 34.69870   49.72  -64.19   18.74   19.81   19.81 1.6324e+09 1.6324e+09 30.67887 7.56456 1.00000   94225 1.3897e+06     8596       -1       -1
12956548 35.50561 35.23537 35.11799  -88.74 -214.68  -22.16   29.74   31.50 1.5451e+09 2.8366e+09 30.12113 2.11420 0.44560 2.722e+05 3.0303e+06    16748 12959976 12959976
12959822 35.47731 35.20635 35.48166  -71.41 -113.45 -204.48   20.84   20.84 1.531e+09 1.531e+09 30.03380 4.96118 1.00000   83308 1.2695e+06     9671       -1       -1
12952256 34.77479 34.89973 35.28289  159.23  -98.31  -50.25   19.42   19.42 1.507e+09 1.507e+09 29.87183 3.56891 1.00000   80825 1.2416e+06     8867       -1       -1
12960630 35.61606 35.54577 35.56756  -44.46 -158.43 -139.44   20.58   20.66 1.4873e+09 1.4887e+09 29.74648 5.53704 0.98670   78807 1.2187e+06     9575       -1       -1
12959383 35.21811 35.27794 35.48504 -182.50 -102.71  129.22   20.43   21.58 1.4437e+09 2.0042e+09 29.45070 3.43834 0.82740 1.3972e+05 1.8565e+06    15405 12959976 12959976
12969494 35.53175 36.06241 36.13875  -26.58 -248.78  -29.10   22.24   21.14 1.4423e+09 1.5451e+09 29.44225 3.60099 0.50860   74286 1.1669e+06     7922       -1       -1
13017963 35.60900 35.44137 36.32276   30.86 -169.00  -89.41   21.46   20.46 1.4141e+09 1.4535e+09 29.24507 3.22506 0.68130   71525 1.1349e+06     9249       -1       -1
12952524 34.78663 35.01599 35.18030  -44.27  -19.86  120.87   25.06   27.74 1.3745e+09 2.2169e+09 28.97183 4.29571 0.47210   67731 1.0903e+06     9434       -1       -1
12957139 35.14244 35.28473 35.18583  135.05 -333.77  130.44   25.08   28.06 1.3613e+09 3.3972e+09 28.87887 4.04348 0.41900 3.848e+05 3.9077e+06    13721 12959976 12959976
13063125 35.61255 34.51504 34.86579  -53.76 -121.08  -13.58   26.42   28.01 1.3513e+09 2.369e+09 28.80845 2.27771 0.61490 1.9262e+05 2.3504e+06     7344       -1       -1
13063255 35.40731 34.55810 35.03317  -67.84  -71.15   -1.04   23.70   25.33 1.3066e+09 3.2155e+09 28.48732 3.00171 0.58830 3.4627e+05 3.6163e+06     7002       -1       -1
12958615 35.36732 35.17492 35.15327  173.01  140.85   30.20   19.95   20.10 1.2844e+09 1.5859e+09 28.32394 4.30587 0.86720   89142 1.3342e+06    10822 12959976 12959976
13064178 35.18399 35.36931 34.39651   -1.81  -63.96   96.59   21.02   22.13 1.2628e+09 1.2766e+09 28.16479 3.86698 0.61490   57560 9.6737e+05     7061       -1       -1
13059582 35.17924 35.64441 35.87332   47.00  -71.24 -134.07   18.13   18.13 1.252e+09 1.252e+09 28.08451 4.38474 1.00000   56615 9.5566e+05     7527       -1       -1
13072786 34.20056 34.57618 34.82118   22.07  -64.20  -33.31   21.19   20.91 1.2434e+09 1.2482e+09 28.01972 4.48734 0.86720   55871 9.4642e+05     6825       -1       -1
12957571 35.59035 35.40717 35.32182   88.78  -61.20  -47.81   23.38   24.83 1.2359e+09 1.7761e+09 27.96338 3.05261 0.68130 1.1079e+05 1.5654e+06     9356       -1       -1
12951786 34.85023 35.00554 34.74593 -108.99  -31.39   61.27   22.11   23.43 1.1955e+09 1.6056e+09 27.65493 3.72941 0.52190   91282 1.3577e+06     7280       -1       -1
13063225 35.59286 34.45080 35.01028  -83.57   40.97    1.27   18.05   18.05 1.0848e+09 1.0848e+09 26.77465 2.76416 1.00000   42995 7.8062e+05     6008       -1       -1
12961293 35.73779 35.29066 35.92075   18.15  -98.68 -121.14   18.99   19.23 1.0494e+09 1.1145e+09 26.48028 2.45426 0.61490   40345 7.4495e+05     7277 12962829 12962829
12960703 35.19113 35.43023 35.04510  152.33  -88.77  104.22   18.65   18.80 1.0449e+09 1.1183e+09 26.44225 4.26370 0.66800   45582 8.1489e+05     7864 12958502 12959976
12959906 35.13665 35.25296 35.21596  -39.26 -114.04 -356.88   22.65   32.58 1.0407e+09 4.9972e+09 26.40704 4.24603 0.44560 8.0718e+05 6.7311e+06    12180 12959976 12959976
12955055 35.03251 35.22951 35.07493 -222.14 -137.82   79.72   23.84   26.50 1.0373e+09 1.9577e+09 26.37746 3.02483 0.45880 1.3357e+05 1.796e+06     8436 12956912 12959976
12957271 34.81407 35.19968 35.25361  174.63  -70.47  -91.19   19.81   19.81 1.0349e+09 1.0349e+09 26.35634 4.01638 1.00000   39281 7.3046e+05     5959       -1       -1
13064544 35.40227 35.12786 34.18775  -48.50  -60.31   69.44   20.65   22.54 1.0327e+09 1.7183e+09 26.33803 4.12331 0.52190   39117 7.2821e+05     6339 13064545 13064545
12956340 35.39194 35.22437 35.13279  -84.19 -197.50 -279.57   21.79   22.07 1.0224e+09 1.1472e+09 26.25070 3.38937 0.85390   47868 8.4474e+05     6768 12959976 12959976
12958364 35.23458 35.21658 35.20782   36.82  392.25  134.04   26.10   25.44 1.0041e+09 1.8239e+09 26.09296 3.21460 0.74770 1.1659e+05 1.6253e+06    10760 12959976 12959976
12954391 35.33545 35.03707 34.96004   15.83   66.10  154.30   18.73   19.72 9.7831e+08 1.0677e+09 25.86761 3.60648 0.60160   41707 7.6337e+05     6778 12959976 12959976
12959273 34.98524 35.41296 35.44656  -19.22 -164.27 -172.85   22.97   23.13 9.6873e+08 9.7042e+08 25.78310 3.10423 0.98670   34599 6.6538e+05     5224       -1       -1
12955666 34.90863 35.24442 35.02249 -148.57 -115.76   79.70   20.00   20.98 9.6549e+08 1.3899e+09 25.75352 3.92884 0.78750   69191 1.1075e+06     8489 12959976 12959976
12957270 34.79254 35.04734 35.32263 -100.44  -27.32  -32.14   21.32   22.19 9.6423e+08 1.4254e+09 25.74225 2.52459 0.52190   72623 1.1476e+06     8634       -1       -1
12959952 35.15308 35.23148 35.14799 -333.71 -126.76  -50.12   25.95   36.12 9.6e+08 6.1e+09 25.70563 2.57268 0.33930 1.1835e+06 8.9122e+06     6888 12959976 12959976
12959217 35.33551 35.01249 35.58568 -106.36 -135.74 -145.27   18.11   16.99 9.5775e+08 1.0437e+09 25.68451 4.61488 0.90700   33850 6.5476e+05     6191       -1       -1
12958230 35.26601 35.09401 35.16418  128.70 -159.17  166.94   24.15   27.03 9.5732e+08 2.6211e+09 25.68169 3.40502 0.48540 2.3389e+05 2.7108e+06     8994 12959976 12959976
13059800 35.49669 35.63631 34.92420  -54.62 -242.97   39.97   16.26   16.26 9.5282e+08 9.5282e+08 25.64085 5.05289 1.00000   33516 6.5001e+05     5151       -1       -1
13064851 35.47285 34.42065 34.60085  -83.15   18.50   31.49   16.69   16.71 9.5225e+08 9.538e+08 25.63521 3.31958 0.94690   33478 6.4946e+05     5267       -1       -1
12970612 34.70355 35.24889 34.46458   23.63  -80.52  100.61   22.80   23.94 9.4789e+08 2.138e+09 25.59718 3.25254 0.56180   33184 6.4526e+05     6494 12970629 12970629
13072401 34.49306 34.50415 35.17086   60.20  -50.75  -65.85   16.42   16.22 9.4239e+08 9.431e+08 25.54648 3.03357 0.98670   32816 6.3999e+05     5378       -1       -1
12959793 35.59179 35.05286 35.56180  -92.94  -35.50 -131.28   18.28   18.28 9.3662e+08 9.3662e+08 25.49437 2.60014 1.00000   32431 6.3446e+05     5656       -1       -1
12959210 35.22017 35.04808 35.47761  -89.47 -197.70 -191.78   17.92   18.01 9.038e+08 9.1803e+08 25.19296 2.50761 0.89380   31206 6.1676e+05     6924 12959976 12959976
12961625 35.53206 35.56496 35.72337   59.72 -176.45 -113.29   21.98   21.98 8.9563e+08 8.9563e+08 25.11831 1.61236 1.00000   29761 5.9563e+05     7271       -1       -1
12956107 35.30187 35.19670 35.10106   27.95   70.05  270.27   17.98   18.05 8.7282e+08 9.9085e+08 24.90141 3.20425 0.68130   36131 6.8693e+05     6625 12959976 12959976
13060297 35.38917 36.35845 34.63739  -13.28 -212.83   18.23   15.23   15.00 8.6887e+08 8.8127e+08 24.86479 2.29289 0.97340   28077 5.7066e+05     4828       -1       -1
12958287 35.31315 35.49130 35.37238  -30.18   20.16   21.83   26.52   28.74 8.4099e+08 1.5732e+09 24.59577 2.04445 0.44560   87779 1.3192e+06     5475 12959976 12959976
13063542 35.02375 34.44427 34.92990  -71.88 -128.23   27.62   20.49   21.09 8.3704e+08 1.1415e+09 24.55775 2.93804 0.57500   47418 8.3889e+05     4890       -1       -1
12961332 35.80368 35.14437 35.71959    0.77 -139.65  -87.91   17.68   17.94 8.1704e+08 8.2366e+08 24.35915 2.09722 0.90700   24950 5.232e+05     4821       -1       -1
12961337 35.77724 35.16032 35.76566   22.15 -138.95 -102.98   19.66   19.66 8.1423e+08 8.1423e+08 24.33099 1.87476 1.00000   24785 5.2066e+05     5267       -1       -1
13064100 35.00685 35.30673 34.65127  -90.18  -32.89  -20.42   17.47   17.70 8.0239e+08 1.1223e+09 24.21408 2.52289 0.68130   45891 8.1894e+05     7285       -1       -1
12956827 34.91068 35.27993 35.25680  145.97 -137.44   20.13   24.52   33.34 7.9549e+08 3.2493e+09 24.14366 2.34257 0.35260 3.5329e+05 3.67e+06     4674 12959976 12959976
12960077 35.20394 35.34903 35.15559  -80.98 -325.35   63.45   21.25   30.98 7.9127e+08 3.8746e+09 24.10141 3.63083 0.39240 4.9531e+05 4.7036e+06     5653 12959976 12959976
12971404 35.37235 36.07892 34.80038  -22.81 -200.85  -56.94   19.75   21.63 7.8634e+08 1.2038e+09 24.05070 4.01215 0.60160   23181 4.9566e+05     4413 12971397 12971405
12959481 35.13600 35.38537 35.44176   88.58 -247.98  122.22   17.70   17.73 7.862e+08 8.9155e+08 24.04930 2.37546 0.69460   29501 5.918e+05     5952 12959976 12959976
13074445 34.78265 34.85570 34.57385   68.72  -35.06   57.53   14.99   15.14 7.8338e+08 8.1113e+08 24.01972 7.96096 0.73440   23013 4.9303e+05     4303       -1       -1
12962067 35.74986 35.22444 35.98944   -5.29  -67.28 -156.14   17.43   17.43 7.6352e+08 7.6352e+08 23.81549 2.97173 1.00000   21906 4.7548e+05     5066       -1       -1
13064949 35.14542 34.82410 34.54801 -106.82 -139.81   -2.90   21.74   23.18 7.6014e+08 1.0246e+09 23.78028 2.38614 0.50860   38535 7.2024e+05     4408       -1       -1
12955727 35.05203 35.28293 35.34614 -283.75  -32.67   -5.72   17.61   18.55 7.5972e+08 9.6056e+08 23.77606 2.49735 0.85390   34041 6.5748e+05     5521 12959976 12959976
12959943 35.00783 35.19410 35.22972   43.18 -136.92  -10.49   28.85   39.41 7.5634e+08 5.2268e+09 23.74085 1.90818 0.44560 8.7985e+05 7.1705e+06     7189 12959976 12959976
12956659 35.10086 34.67824 35.04765 -120.79 -130.45   37.64   19.63   19.91 7.4577e+08 8.5282e+08 23.62958 2.03555 0.68130   27089 5.5583e+05     6775       -1       -1
12951880 34.96090 34.81093 34.62661 -107.25 -138.12    2.70   16.54   17.07 7.3549e+08 8.0986e+08 23.52113 2.04558 0.66800   24530 5.1672e+05     5540       -1       -1
12952471 35.00986 34.60821 34.99921 -104.31  -99.63   26.99   18.79   18.88 7.3423e+08 9.469e+08 23.50704 2.87393 0.73440   33118 6.4432e+05     6305       -1       -1
12957513 35.32121 35.48803 35.34244    1.89   49.30  -62.13   23.04   27.64 7.3211e+08 2.2451e+09 23.48451 2.40123 0.41900 1.7374e+05 2.1788e+06     4944 12959976 12959976
12957691 34.92073 35.34921 34.97185   82.19    3.03  153.47   16.05   16.50 7.3169e+08 7.8775e+08 23.48028 3.40175 0.78750   20187 4.4774e+05     4643       -1       -1
13061555 36.28425 34.71075 35.61387  -97.81    2.85   -5.67   18.71   18.71 7.307e+08 7.307e+08 23.47042 2.15109 1.00000   20134 4.4688e+05     4043       -1       -1
13072685 34.26313 34.36200 35.01245  -20.42   17.91  -58.52   18.50   18.61 7.1887e+08 9.8493e+08 23.34225 3.53347 0.60160   19513 4.367e+05     4419       -1       -1
13071895 34.80093 34.35589 35.56396   -6.31   11.86  -85.48   17.62   17.62 7.1183e+08 7.1183e+08 23.26620 2.35450 1.00000   19148 4.3068e+05     3922       -1       -1
13063142 35.62720 34.68252 34.93594 -114.20   35.08   17.97   16.83   16.99 7.0014e+08 8.5394e+08 23.13803 2.27226 0.74770   18549 4.2072e+05     4370       -1       -1
13062124 35.12900 35.57306 35.79596   -1.91 -164.87 -131.27   16.67   16.84 6.9169e+08 7.0451e+08 23.04366 3.67471 0.97340   18121 4.1357e+05     4315       -1       -1
12959469 35.47769 35.44013 35.62145   54.04 -175.51 -148.06   19.02   18.84 6.9042e+08 6.9169e+08 23.03099 2.25004 0.89380   18057 4.125e+05     4937       -1       -1
12957592 35.17761 35.34351 35.25193  -55.78  122.92  -96.27   22.25   25.38 6.7211e+08 1.8507e+09 22.82535 2.09451 0.56180 1.199e+05 1.659e+06     6249 12959976 12959976
13062932 35.54283 34.44963 35.73986  -68.67   27.66  -40.73   14.98   16.77 6.6606e+08 7.1099e+08 22.75634 2.10157 0.66800   16854 3.921e+05     3756       -1       -1
12962830 35.91889 35.40803 36.03558   49.96  -32.16  -37.95   21.02   25.49 6.6155e+08 1.1835e+09 22.70423 2.18447 0.36590   16635 3.8836e+05     4714 12962829 12962829
13059833 35.38232 35.67807 34.93424  -31.24 -251.42   37.96   13.61   13.18 6.5099e+08 6.9451e+08 22.58310 5.18887 0.90700   16129 3.7964e+05     2569       -1       -1
12951793 34.81130 34.85204 34.88389   22.33   85.74  -54.07   16.56   16.56 6.4944e+08 6.4944e+08 22.56479 2.34592 1.00000   16056 3.7836e+05     4198       -1       -1
12958879 35.20285 35.26621 35.39439 -266.96   20.22 -151.72   15.73   16.03 6.4944e+08 7.1268e+08 22.56479 2.69773 0.61490   19191 4.314e+05     4923 12959976 12959976
13059795 35.56299 35.65352 34.89227  -28.21 -107.46   55.29   19.57   20.17 6.4845e+08 1.1962e+09 22.55493 1.76733 0.52190   51872 8.9613e+05     3514       -1       -1
13067051 35.92255 34.13432 35.21787  -78.99    7.67   -7.98   15.25   12.77 6.462e+08 6.6817e+08 22.52817 2.50855 0.92030   15902 3.757e+05     2682       -1       -1
12960296 35.43590 35.08551 35.28225  -96.29  -77.30 -140.74   21.41   23.41 6.3986e+08 1.2646e+09 22.45352 1.79644 0.48540   57720 9.6935e+05     4739 12959976 12959976
12956948 34.86496 35.52261 35.06821  -28.08 -112.83   15.73   20.27   22.01 6.3268e+08 1.3137e+09 22.36901 2.79464 0.70780   62092 1.0228e+06     5237       -1       -1
12957397 35.30724 35.30838 35.12561  -16.07  -79.81 -107.82   28.49   38.69 6.1282e+08 4.4056e+09 22.13239 1.92526 0.33930 6.3379e+05 5.6366e+06     3647 12959976 12959976
12954927 35.26363 35.08104 34.98052 -186.31 -122.70   72.06   19.79   22.35 6.0732e+08 1.2272e+09 22.06620 3.32254 0.39240   54482 9.2907e+05     7123 12959976 12959976
12959259 35.30901 35.17007 35.87849  102.26 -103.74   47.92   17.76   17.81 6.0352e+08 8.9831e+08 22.01972 2.67873 0.62820   29932 5.9814e+05     3317       -1       -1
13072094 34.61106 34.87131 35.29210  -37.00  -58.08  -32.64   18.18   20.35 5.838e+08 9.5211e+08 21.77887 2.75409 0.62820   33468 6.4933e+05     3157       -1       -1
13071243 34.50731 35.28432 34.82127  -67.69 -114.77   19.17   19.67   20.78 5.7887e+08 1.0551e+09 21.71690 1.81917 0.43230   40762 7.5061e+05     3100       -1       -1
